mobile_price,mobile_color,dual_sim,disp_size,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight,res_dim_1,res_dim_2,p_cam_max,p_cam_count,f_cam_max,f_cam_count,2G,3G,4G,4GVOLTE,5G
16990,Blue,Dual Sim,6.38,Android Pie 9,8,2.3,64,6,4500,75.23,159.53,8.13,189.6,2340,1080,48,3,32,1,1,1,1,0,0
16990,Other,Dual Sim,6.38,Android Pie 9,8,2.3,64,6,4500,75.23,159.53,8.13,189.6,2340,1080,48,3,32,1,1,1,1,0,0
18990,Blue,Dual Sim,6.38,Android Pie 9,8,2.3,128,8,4500,75.23,159.53,8.13,189.6,2340,1080,48,3,32,1,1,1,1,0,0
18990,Other,Dual Sim,6.38,Android Pie 9,8,2.3,128,8,4500,75.23,159.53,8.13,189.6,2340,1080,48,3,32,1,1,1,1,0,0
12990,Red,Dual Sim,6.35,Android Pie 9,8,2.0,64,4,5000,76.77,159.43,8.92,190.5,720,1544,13,3,16,1,1,1,1,1,0
10849,Red,Dual Sim,6.35,Android Pie 9,8,1.95,32,3,5000,76.77,159.43,8.92,190.5,720,1544,13,2,8,1,1,1,1,1,0
19990,Black,Dual Sim,6.38,Android Pie 9,8,2.0,128,8,4500,75.19,159.25,8.68,186.7,1080,2340,48,4,32,1,1,1,1,1,0
19990,Blue,Dual Sim,6.38,Android Pie 9,8,2.0,128,8,4500,75.19,159.25,8.68,186.7,1080,2340,48,4,32,1,1,1,1,1,0
19990,Other,Dual Sim,6.38,Android Pie 9,8,2.0,128,8,4500,75.19,159.25,8.68,186.7,1080,2340,48,4,32,1,1,1,1,1,0
8990,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,3,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
11982,Blue,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,3,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
17990,Other,Dual Sim,6.53,Android 10,8,2.0,128,8,5000,76.46,162.04,9.11,197.0,2340,1080,13,4,16,1,1,1,1,1,0
17990,Blue,Dual Sim,6.53,Android 10,8,2.0,128,8,5000,76.46,162.04,9.11,197.0,2340,1080,13,4,16,1,1,1,1,1,0
17990,Black,Dual Sim,6.53,Android Pie 9,8,2.3,128,6,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
13990,Black,Dual Sim,6.53,Android Pie 9,8,2.3,64,4,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
17990,Blue,Dual Sim,6.53,Android Pie 9,8,2.3,128,6,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
8705,Blue,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,2,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
8949,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,2,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
16375,Black,Dual Sim,6.53,Android Pie 9,8,2.0,128,4,5000,76.47,162.15,8.89,193.0,1080,2340,16,3,16,1,1,1,1,0,0
31990,Other,Dual Sim,6.44,Android 10,8,2.3,256,8,4500,75.04,159.64,8.5,186.5,2400,1080,48,4,32,2,1,1,1,1,0
27990,Other,Dual Sim,6.44,Android 10,8,2.3,128,8,4500,75.04,159.64,8.5,186.5,2400,1080,48,4,32,2,1,1,1,1,0
27990,Black,Dual Sim,6.44,Android 10,8,2.3,128,8,4500,75.04,159.64,8.5,186.5,2400,1080,48,4,32,2,1,1,1,1,0
31990,Black,Dual Sim,6.44,Android 10,8,2.3,256,8,4500,75.04,159.64,8.5,186.5,2400,1080,48,4,32,2,1,1,1,1,0
24990,Other,Dual Sim,6.44,Android Pie 9,8,2.0,128,8,4500,74.17,159.01,8.54,176.0,2400,1080,48,4,32,1,1,1,1,0,0
24990,Black,Dual Sim,6.44,Android Pie 9,8,2.0,128,8,4500,74.17,159.01,8.54,176.0,2400,1080,48,4,32,1,1,1,1,0,0
11990,Blue,Dual Sim,6.35,Android Pie 9,8,2.0,64,3,5000,76.77,159.43,8.92,190.5,720,1544,13,3,8,1,1,1,1,1,0
18990,Blue,Dual Sim,6.38,Android Pie 9,8,2.0,64,6,4500,75.23,159.53,8.13,179.0,1080,2340,16,3,32,1,1,1,1,0,0
16990,Blue,Dual Sim,6.38,Android Pie 9,8,2.0,128,4,4500,75.23,159.53,8.13,179.0,1080,2340,16,3,32,1,1,1,1,0,0
19990,Blue,Dual Sim,6.38,Android Pie 9,8,2.0,128,6,4500,75.23,159.53,8.13,179.0,1080,2340,16,3,32,1,1,1,1,0,0
16990,Black,Dual Sim,6.38,Android Pie 9,8,2.0,128,4,4500,75.23,159.53,8.13,179.0,1080,2340,16,3,32,1,1,1,1,0,0
19990,Black,Dual Sim,6.38,Android Pie 9,8,2.0,128,6,4500,75.23,159.53,8.13,179.0,1080,2340,16,3,32,1,1,1,1,0,0
9199,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,16,2,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
22399,Blue,Dual Sim,6.39,Android Pie 9,8,2.0,128,6,3700,74.71,157.25,8.21,185.0,2340,1080,48,3,32,1,1,1,1,1,0
13990,Other,Dual Sim,6.35,Android Pie 9,8,2.3,128,4,5000,76.77,159.43,8.92,190.5,720,1544,13,3,20,1,1,1,1,1,0
21099,Red,Dual Sim,6.39,Android Pie 9,8,2.0,128,6,3700,74.71,157.25,8.21,185.0,2340,1080,48,2,32,1,1,1,1,1,0
29499,Black,Dual Sim,6.44,Android Pie 9,8,2.0,128,8,4100,74.7,159.0,9.8,201.8,2400,1080,48,4,32,2,1,1,1,0,0
29499,Other,Dual Sim,6.44,Android Pie 9,8,2.0,128,8,4100,74.7,159.0,9.8,201.8,2400,1080,48,4,32,2,1,1,1,0,0
11490,Black,Dual Sim,6.35,Android Pie 9,8,2.0,64,3,5000,76.77,159.43,8.92,190.5,720,1544,13,3,8,1,1,1,1,1,0
28499,Blue,Dual Sim,6.39,Android Pie 9,8,2.0,128,8,3700,74.71,157.25,8.21,185.0,2340,1080,48,2,32,1,1,1,1,1,0
28990,Black,Dual Sim,6.41,Android Oreo 8.1,8,1.95,64,6,3400,75.08,157.91,7.9,156.0,2340,1080,12,2,25,1,1,1,0,1,0
29990,Black,Dual Sim,6.59,Android Oreo 8.1,8,2.8,128,8,4000,77.0,162.0,7.98,199.0,2316,1080,12,2,8,1,1,1,1,1,0
13990,Black,Dual Sim,6.1,Android Oreo 8.1,8,2.0,32,3,3260,75.0,155.06,7.77,148.0,1520,720,13,1,5,1,1,1,0,1,0
16990,Black,Dual Sim,6.3,Android Oreo 8.1,8,1.8,32,4,3260,75.03,154.81,7.89,150.0,2280,1080,16,2,16,1,1,1,0,1,0
21099,Black,Dual Sim,6.53,Android Pie 9,8,2.1,64,6,4000,75.93,161.97,8.54,189.5,2340,1080,12,3,32,1,1,1,1,1,0
15500,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,4,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
14990,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,64,3,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
11990,Blue,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,2,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
18900,Black,Dual Sim,5.7,other,8,1.8,32,4,3000,72.8,149.3,7.9,139.0,1440,720,16,1,24,1,1,1,0,1,0
15990,Blue,Dual Sim,5.7,other,8,1.8,32,4,3000,72.8,149.3,7.9,139.0,1440,720,16,1,24,1,1,1,0,1,0
11999,Gold,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,4,3260,75.24,155.21,7.7,151.0,1520,720,13,1,8,1,1,1,1,1,0
24000,Gold,Dual Sim,6.3,Android Oreo 8.1,8,2.2,64,4,3260,75.03,154.81,7.89,150.0,2280,1080,16,2,24,1,1,1,0,1,0
8900,Black,Dual Sim,6.0,Android Oreo 8.1,4,1.4,16,2,3360,75.74,155.87,7.8,150.0,1440,720,8,1,5,1,1,1,0,1,0
15990,Other,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,4,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
10990,Blue,Dual Sim,6.35,Android Pie 9,8,2.0,32,3,5000,76.77,159.43,8.92,190.5,720,1544,13,3,8,1,1,1,1,1,0
14990,Black,Dual Sim,6.53,Android Pie 9,8,2.3,64,6,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
13990,Blue,Dual Sim,6.53,Android Pie 9,8,2.3,64,4,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
14990,Blue,Dual Sim,6.53,Android Pie 9,8,2.3,64,6,5000,77.33,162.39,8.85,201.0,2340,1080,16,3,32,1,1,1,1,1,0
12990,Blue,Dual Sim,6.35,Android Pie 9,8,2.0,64,4,5000,76.77,159.43,8.92,190.5,720,1544,13,3,8,1,1,1,1,1,0
12990,Black,Dual Sim,6.35,Android Pie 9,8,2.0,64,4,5000,76.77,159.43,8.92,190.5,720,1544,13,3,8,1,1,1,1,1,0
17990,Black,Dual Sim,6.3,Android Oreo 8.1,8,1.95,64,4,3260,75.03,154.81,7.89,150.0,2280,1080,13,2,16,1,1,1,1,1,0
17990,Other,Dual Sim,6.3,Android Oreo 8.1,8,1.95,64,4,3260,75.03,154.81,7.89,150.0,2280,1080,13,2,16,1,1,1,1,1,0
11500,Gold,Dual Sim,6.1,Android Oreo 8.1,8,2.0,32,3,3260,75.0,155.06,7.77,148.0,1520,720,13,1,5,1,1,1,0,1,0
17999,Gold,Dual Sim,6.3,Android Oreo 8.1,8,1.8,32,4,3260,75.03,154.81,7.89,150.0,2280,1080,16,2,16,1,1,1,0,1,0
9990,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,3,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
10900,Gold,Dual Sim,6.0,Android Oreo 8.1,4,1.4,16,3,3360,75.74,155.87,7.8,150.0,1440,720,13,1,5,1,1,1,0,1,0
12000,Black,Dual Sim,6.0,Android Oreo 8.1,4,1.4,32,4,3360,75.74,155.87,7.8,150.0,1440,720,13,1,5,1,1,1,0,1,0
22325,Blue,Dual Sim,5.99,other,8,1.8,64,4,3225,75.74,155.87,7.7,160.0,1440,720,16,1,24,1,1,1,0,1,0
13995,Black,Dual Sim,5.2,other,4,1.4,16,3,2730,72.9,149.9,7.5,142.0,1280,720,13,1,5,1,1,1,0,1,0
13529,Other,Dual Sim,5.2,other,4,1.4,16,3,2730,72.9,149.9,7.5,142.0,1280,720,13,1,5,1,1,1,0,1,0
11990,Gold,Dual Sim,6.22,Android Oreo 8.1,4,2.0,16,2,3260,75.0,155.06,7.77,143.0,1520,720,13,1,5,1,1,1,1,1,0
10900,Black,Dual Sim,6.0,Android Oreo 8.1,4,1.4,16,3,3360,75.74,155.87,7.8,150.0,1440,720,13,1,5,1,1,1,0,1,0
12000,Gold,Dual Sim,6.0,Android Oreo 8.1,4,1.4,32,4,3360,75.74,155.87,7.8,150.0,1440,720,13,1,5,1,1,1,0,1,0
8998,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,2,4030,75.09,155.11,8.28,163.5,1520,720,13,1,5,1,1,1,1,1,0
8990,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,2,4030,75.09,155.11,8.28,163.5,1520,720,13,2,8,1,1,1,1,1,0
14914,Gold,Dual Sim,5.5,other,8,1.5,32,3,3000,75.7,154.6,7.7,162.8,1280,720,13,1,16,1,1,1,1,1,0
14538,Black,Dual Sim,6.22,Android Oreo 8.1,8,2.0,32,4,3260,75.0,155.06,7.77,148.0,1520,720,13,1,5,1,1,1,1,1,0
17490,Blue,Dual Sim,6.4,Android Pie 9,8,2.3,128,4,6000,159.0,9.0,75.0,186.0,2340,1080,48,2,16,1,0,1,0,1,0
16499,Blue,Dual Sim,6.5,Android 10,8,2.0,64,4,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
16499,Black,Dual Sim,6.5,Android 10,8,2.0,64,4,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
18499,Blue,Dual Sim,6.5,Android 10,8,2.0,64,6,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
18499,Other,Dual Sim,6.5,Android 10,8,2.0,64,6,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
18499,Black,Dual Sim,6.5,Android 10,8,2.0,64,6,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
17490,Other,Dual Sim,6.5,Android 10,8,2.0,64,4,5000,75.3,163.6,8.9,191.0,1600,720,48,4,13,1,1,1,1,0,0
15999,Blue,Dual Sim,6.4,other,8,2.3,64,4,6000,75.0,159.0,9.0,188.0,2340,1080,48,3,20,1,0,0,0,1,0
15990,Black,Dual Sim,6.4,other,8,2.3,64,4,6000,75.0,159.0,9.0,188.0,2340,1080,48,3,20,1,0,0,0,1,0
6299,Black,Dual Sim,5.0,Android Oreo 8.1,4,1.4,16,1,2600,72.1,143.4,8.95,154.0,960,540,8,1,5,1,1,1,1,0,0
19900,Blue,Dual Sim,6.4,other,8,2.3,128,6,6000,9.0,159.0,75.0,191.0,2340,1080,64,4,32,1,0,1,0,1,0
47999,Blue,Dual Sim,6.7,Android 10,8,2.8,512,8,4500,75.6,162.5,8.1,187.0,1080,2400,48,3,32,1,1,1,1,1,0
47999,Black,Dual Sim,6.7,Android 10,8,2.8,512,8,4500,75.6,162.5,8.1,187.0,1080,2400,48,3,32,1,1,1,1,1,0
6000,Other,Dual Sim,4.7,other,4,1.3,8,1,2000,69.0,136.5,8.4,130.0,540,960,5,1,2,1,1,1,1,0,0
20995,Black,Dual Sim,5.5,other,8,1.6,64,3,3600,74.7,152.4,7.8,178.0,1920,1080,13,1,13,1,0,1,1,0,0
11995,Black,Dual Sim,5.5,other,8,1.6,16,2,3000,152.4,78.6,7.6,170.0,1280,720,13,1,5,1,0,1,1,0,0
10995,Gold,Dual Sim,5.5,other,8,1.6,16,2,3000,152.4,78.6,7.6,170.0,1280,720,13,1,5,1,1,1,1,0,0
9999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,48,3,8,1,1,1,1,1,0
9999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,48,3,8,1,1,1,1,1,0
8999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,13,3,8,1,1,1,1,1,0
8999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,13,3,8,1,1,1,1,1,0
10999,Blue,Dual Sim,5.93,Android Oreo 8.1,8,2.0,64,4,4000,75.0,158.0,8.4,190.0,1080,2160,16,1,16,1,1,1,1,1,0
11499,Other,Dual Sim,6.53,Android 10,8,2.3,64,4,4000,76.88,162.5,8.95,194.0,2340,1080,48,2,16,1,1,1,1,1,0
11499,Other,Dual Sim,6.53,Android 10,8,2.3,64,4,4000,76.88,162.5,8.95,194.0,2340,1080,48,2,16,1,1,1,1,1,0
10999,Red,Dual Sim,5.93,Android Oreo 8.1,8,2.0,64,4,4000,75.0,158.0,8.4,190.0,1080,2160,16,1,16,1,1,1,1,1,0
10999,Other,Dual Sim,6.2,Android Oreo 8.1,8,1.4,32,3,4000,75.3,156.7,8.3,150.0,1500,720,13,2,16,1,1,1,1,0,0
10999,Black,Dual Sim,6.2,Android Oreo 8.1,8,1.4,32,3,4000,75.3,156.7,8.3,150.0,1500,720,13,2,16,1,1,1,1,0,0
7699,Blue,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
7699,Other,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
9999,Black,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
9999,Other,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
9999,Blue,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
7599,Other,Dual Sim,5.99,other,8,2.0,32,3,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
11999,Blue,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
11999,Black,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,1440,720,13,1,20,1,1,1,0,1,0
11999,Gold,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
8499,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
8499,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
8499,Black,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
7599,Black,Dual Sim,5.99,other,8,2.0,32,3,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
19999,Black,Dual Sim,5.98,other,8,2.6,128,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
9599,Blue,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,3,32,1,1,1,1,1,0
9999,Gold,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Black,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Blue,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Red,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
7699,Black,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
17999,Black,Dual Sim,5.98,other,8,2.6,64,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
17999,Red,Dual Sim,5.98,other,8,2.6,64,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
18999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Other,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
21499,Other,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Other,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Blue,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Red,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Blue,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
21499,Blue,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
21499,Red,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Red,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Other,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
18999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
18999,Other,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
14999,Other,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Other,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Other,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Blue,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Black,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
14999,Black,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
14999,Blue,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Black,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Blue,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
12490,Other,Dual Sim,6.5,Android Pie 9,8,2.3,64,4,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
14990,Other,Dual Sim,6.5,Android Pie 9,8,2.3,128,6,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
14990,Black,Dual Sim,6.5,Android Pie 9,8,2.3,128,6,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
12490,Black,Dual Sim,6.5,Android Pie 9,8,2.3,64,4,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
16990,Other,Dual Sim,6.5,Android Pie 9,8,1.8,128,4,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
9990,Black,Dual Sim,6.22,Android Pie 9,8,1.8,32,3,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
9990,Blue,Dual Sim,6.22,Android Pie 9,8,1.8,32,3,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
8990,Blue,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
18990,Other,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
18990,Blue,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
16990,Black,Dual Sim,6.5,Android 10,8,2.0,128,6,5000,75.5,162.0,8.9,192.0,2400,1080,12,4,16,1,1,1,1,1,0
16990,Other,Dual Sim,6.5,Android 10,8,2.0,128,6,5000,75.5,162.0,8.9,192.0,2400,1080,12,4,16,1,1,1,1,1,0
8990,Blue,Dual Sim,6.22,Android Pie 9,8,1.8,32,2,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
8990,Other,Dual Sim,6.22,Android Pie 9,8,1.8,32,2,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
11990,Other,Dual Sim,6.2,Android Oreo 8.1,8,2.3,64,4,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
15990,Other,Dual Sim,6.5,Android Pie 9,8,1.8,128,8,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
18990,Black,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
15899,Gold,Dual Sim,6.2,Android Oreo 8.1,8,2.3,64,4,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
29990,Other,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
29990,Blue,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
29990,Black,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
12990,Black,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
